age,name,sex,vowel,stress,word,F1,F2,t
54,SB,F,AO,1,ALL,516.8,928.7,603.662
54,SB,F,AE,1,HAD,500.3,1393.3,604.336
54,SB,F,UW,1,TO,495.8,1135.8,604.533
54,SB,F,AA,1,WATCH,618.5,969.4,604.719
54,SB,F,AE,1,AND,624.8,1473.7,606.122
54,SB,F,AH,0,THE,1118.9,2643.3,606.545
54,SB,F,AY,1,KIND,709.2,1313.2,606.882
54,SB,F,AH,0,OF,474.7,1547.4,607.035
54,SB,F,OW,1,PROGRAMS,557.2,1231.4,607.242
54,SB,F,AH,0,THAT,500.5,1467.1,607.646
54,SB,F,AH,0,BELINDA,476.3,1204.9,607.788
54,SB,F,IH,1,BELINDA,535,1663.7,607.879
54,SB,F,AH,0,BELINDA,555,1434.1,608.256
54,SB,F,AO,1,WANTED,537,914.6,608.553
54,SB,F,AH,0,WANTED,734.7,1797.3,608.766
54,SB,F,UW,1,TO,459.8,1348.8,608.923
54,SB,F,AA,1,WATCH,510.6,1147.7,609.136
54,SB,F,AH,0,UNFORTUNATELY,510.9,1298.9,609.366
54,SB,F,AO,1,UNFORTUNATELY,502.6,797.2,609.569
54,SB,F,AH,0,UNFORTUNATELY,512.9,790.4,609.835
54,SB,F,AH,0,UNFORTUNATELY,512,1245.3,609.896
54,SB,F,IY,0,UNFORTUNATELY,506.2,1388.1,609.996
54,SB,F,ER,0,WERE,555.1,1294.7,610.086
54,SB,F,AA,1,NOT,707.6,1192.1,610.239
54,SB,F,AH,1,WHAT,648.6,912.2,610.505
54,SB,F,IY,1,ME,428.5,2946,610.776
54,SB,F,AH,0,AND,477.1,1632.3,610.868
54,SB,F,AE,1,NANCY,612.9,1397.7,611.028
54,SB,F,IY,0,NANCY,484,1753.2,611.325
54,SB,F,AO,1,WANTED,557.8,952.9,611.396
54,SB,F,AH,0,WANTED,427.1,1570,611.599
54,SB,F,AH,0,TO,509.7,1202.6,611.785
54,SB,F,AA,1,WATCH,631.3,946.9,611.926
54,SB,F,AE,1,AND,681.5,1429.2,612.255
54,SB,F,IY,1,SHE,455.9,1285.9,612.516
54,SB,F,UH,1,WOULD,486,1403.1,612.578
54,SB,F,IH,1,LITERALLY,513.5,2256.4,612.803
54,SB,F,AH,0,LITERALLY,488,1407.7,613.056
54,SB,F,IY,0,LITERALLY,489.1,1700.3,613.122
54,SB,F,AY,1,FIGHT,780.6,1316.3,613.368
54,SB,F,AH,0,YOU,477.5,1556.6,613.726
54,SB,F,IH,0,TO,560.7,1521.5,614.282
54,SB,F,IY,0,BE,613.4,1643.1,615.699
54,SB,F,EY,1,ABLE,498,1614.9,615.788
54,SB,F,AH,0,ABLE,451.4,981.5,615.899
54,SB,F,UW,1,TO,471.4,1227,616.067
54,SB,F,AA,1,WATCH,554.7,963.3,616.178
54,SB,F,AH,1,WHAT,534.8,1232.2,616.358
54,SB,F,IY,1,SHE,425.9,2461.9,616.598
54,SB,F,AO,1,WANTED,531.2,944.9,616.759
54,SB,F,AH,0,WANTED,488.5,1552.9,617.055
54,SB,F,AH,0,AND,795.3,1383.4,617.461
54,SB,F,EH,1,THERE'S,473.7,1599,617.877
54,SB,F,AA,1,LOTS,618.9,1105.9,618.044
54,SB,F,AH,0,OF,452.3,1054,618.221
54,SB,F,AH,1,OTHER,500.1,957.4,618.301
54,SB,F,ER,0,OTHER,401.3,1123,618.367
54,SB,F,IH,1,THINGS,501.2,2009.1,618.528
54,SB,F,IY,1,WE,420.6,1734.9,618.798
54,SB,F,AO,1,FOUGHT,537.3,940.7,618.954
54,SB,F,AH,0,ABOUT,474.3,1402.9,619.195
54,SB,F,AW,1,ABOUT,703.4,1462.6,619.319
54,SB,F,AA,1,NOT,544,1147.4,619.701
54,SB,F,AH,0,JUST,500.7,1509.6,619.888
54,SB,F,AE,1,THAT,729.6,1422.4,620.171
54,SB,F,IY,1,SHE,370.6,2565.4,621.616
54,SB,F,AH,0,WAS,458.8,1424.3,621.706
54,SB,F,AH,0,A,445.8,1631.8,621.809
54,SB,F,EH,1,VERY,574.5,1614.9,621.913
54,SB,F,IY,0,VERY,401.8,2139,622.019
54,SB,F,UW,1,STUDIOUS,413.6,2501,622.262
54,SB,F,IY,0,STUDIOUS,417.5,2504.8,622.462
54,SB,F,AH,0,STUDIOUS,387.4,1143.5,622.508
54,SB,F,AY,1,CHILD,735.9,1480.3,622.819
54,SB,F,AH,0,ERM,490.3,1583.9,624.607
54,SB,F,IH,1,DIDN'T,448,2589.6,624.834
54,SB,F,AH,0,DIDN'T,360.6,622.5,624.933
54,SB,F,EY,1,PLAY,679.4,2478.2,625.265
54,SB,F,OW,1,Y'KNOW,557.1,1417.7,625.657
54,SB,F,AY,1,LIKE,678.9,1391.1,625.837
54,SB,F,AY,1,I,734.8,1520.4,626.034
54,SB,F,AO,1,TALKED,514.6,962.3,626.26
54,SB,F,AH,0,ABOUT,442.2,1289.1,626.474
54,SB,F,AW,1,ABOUT,680.4,1257.3,626.596
54,SB,F,EY,1,PLAYING,642.1,2711.2,627.197
54,SB,F,IH,0,PLAYING,507.6,2575.1,627.314
54,SB,F,AW,1,OUT,627.5,1566.3,627.39
54,SB,F,IH,1,WITH,437.8,2342.7,627.793
54,SB,F,EH,1,FRIENDS,698.4,1565,628.091
54,SB,F,AO,1,ALL,527.7,1002.8,628.451
54,SB,F,AH,0,THE,385.4,1333.1,628.647
54,SB,F,AY,1,TIME,674.1,1452,628.863
54,SB,F,IH,1,BIG,436.8,2516.3,629.364
54,SB,F,AW,1,CROWD,741,1433.8,629.726
54,SB,F,AH,0,OF,479.5,1451.4,629.986
54,SB,F,AH,1,US,512.9,970.1,630.134
54,SB,F,AH,0,BELINDA,425.5,1159,630.394
54,SB,F,IH,1,BELINDA,499.6,2564.1,630.474
54,SB,F,AH,0,BELINDA,413.8,1078.7,630.664
54,SB,F,AH,0,WAS,385,1223.9,630.754
54,SB,F,EH,1,NEVER,608.5,1595.3,631.05
54,SB,F,ER,0,NEVER,512,1324.3,631.194
54,SB,F,AH,0,A,494.2,1441.7,631.274
54,SB,F,AA,1,PART,644.4,1318.1,631.464
54,SB,F,AH,1,OF,603.8,1283.2,631.91
54,SB,F,AH,0,THAT,359.5,1260.7,632.174
54,SB,F,AE,1,GANG,698.3,1508.6,632.3
54,SB,F,AH,0,AND,440.1,1264.6,632.616
54,SB,F,AE,1,NANCY,637.4,1338.6,632.763
54,SB,F,IY,0,NANCY,440.1,2392.8,633.07
54,SB,F,AA,1,WAS,575.7,974.1,633.213
54,SB,F,AY,1,MY,534.8,1404.6,633.426
54,SB,F,AH,1,YOUNGER,487.8,854.1,633.543
54,SB,F,ER,0,YOUNGER,456.9,1472.1,633.703
54,SB,F,IH,1,SISTER,485.6,1398.6,633.863
54,SB,F,ER,0,SISTER,628,1513,634.2
54,SB,F,UW,1,WHO,447.1,1358.2,634.363
54,SB,F,AY,1,I'M,529.1,992.4,634.437
54,SB,F,OW,1,Y'KNOW,579.8,1546.1,634.93
54,SB,F,OW,1,CLOSE,519.3,1472.7,636.035
54,SB,F,AH,0,IN,468.9,1158.2,636.278
54,SB,F,EY,1,AGE,545.3,2448.8,636.355
54,SB,F,AH,0,TO,491.9,1533.5,636.795
54,SB,F,IY,1,ME,541.5,1720.3,636.944
54,SB,F,IY,1,SHE,469.6,2417,637.221
54,SB,F,AH,0,DID,414.1,1740.5,637.457
54,SB,F,OW,1,Y'KNOW,560.8,1532.1,638.621
54,SB,F,OY,1,JOIN,550.8,964.3,638.908
54,SB,F,AH,0,IN,468,940.6,639.051
54,SB,F,IH,1,WITH,456,2009.9,639.278
54,SB,F,AE,1,THAT,656.7,1394.6,639.495
54,SB,F,AH,0,ERM,601.3,1500.5,640.562
54,SB,F,AH,1,BUT,444.1,946.5,641.674
54,SB,F,AH,0,BELINDA,513.7,1374.9,641.813
54,SB,F,IH,1,BELINDA,521.1,1536.5,641.9
54,SB,F,AH,0,BELINDA,473.5,1580.3,642.11
54,SB,F,AH,0,WAS,398.3,1541.2,642.23
54,SB,F,AO,1,MORE,377,891.5,642.61
54,SB,F,EY,1,STAY,615.9,1632.5,643.344
54,SB,F,AE,1,AT,561.6,2573.3,643.471
54,SB,F,OW,1,HOME,611.4,1493,643.618
54,SB,F,AE,1,YEAH,400.5,1737,644.277
54,SB,F,IY,1,WE,529.4,2686.8,650.496
54,SB,F,IH,1,DID,528.2,2563.4,650.802
54,SB,F,AA,1,NOT,709.6,1348.7,651.718
54,SB,F,AH,0,A,702.9,1018.3,651.797
54,SB,F,AA,1,LOT,689.9,998.1,651.957
54,SB,F,AH,0,OF,395.6,1213.2,652.147
54,SB,F,AY,1,TIME,718.2,1381.9,652.398
54,SB,F,EY,1,THEY'D,461.6,2198.8,652.67
54,SB,F,AH,1,COME,486.4,891.8,652.888
54,SB,F,AH,0,AND,517.3,1460.8,652.987
54,SB,F,IH,1,VISIT,466.4,2590.7,653.184
54,SB,F,AH,0,VISIT,491.3,732.4,653.368
54,SB,F,AH,0,AND,497.6,1519.5,653.478
54,SB,F,EY,1,PLAY,695.8,1546.3,653.79
54,SB,F,IH,1,WITH,446.1,1437,654.035
54,SB,F,AH,1,US,480.1,1214.9,654.138
54,SB,F,AH,1,COUSINS,487.1,1017.6,654.421
54,SB,F,AH,0,COUSINS,446.6,1180.4,654.578
54,SB,F,AA,1,NOT,668.7,1009.6,656.144
54,SB,F,EH,1,VERY,626.7,1406.1,656.43
54,SB,F,IY,0,VERY,535.7,2479.8,656.58
54,SB,F,AO,1,OFTEN,699.8,1186,656.657
54,SB,F,AH,0,OFTEN,535.1,1470.3,656.997
54,SB,F,AH,0,ERM,462.2,1548.4,657.949
54,SB,F,AA,1,OBVIOUSLY,671.6,1172.8,659.231
54,SB,F,IY,0,OBVIOUSLY,455.6,1398.8,659.357
54,SB,F,AH,0,OBVIOUSLY,436.4,1234.9,659.388
54,SB,F,IY,0,OBVIOUSLY,532.1,1141.8,659.557
54,SB,F,AY,1,MY,561.1,1392.4,659.622
54,SB,F,AE,1,GRANDMA,636.8,1254.5,659.83
54,SB,F,AA,0,GRANDMA,542,1236.1,659.957
54,SB,F,AH,0,AND,553.4,1370.1,659.987
54,SB,F,AE,1,GRANDAD,691.9,1184.7,660.247
54,SB,F,AY,1,I,566.2,1460.6,660.805
54,SB,F,OW,1,ONLY,558,1403.4,660.914
54,SB,F,IY,0,ONLY,459.8,1509.6,661.028
54,SB,F,AE,1,HAD,596.4,1256.6,661.164
54,SB,F,AH,1,ONE,533.8,894,661.401
54,SB,F,AE,1,GRANDMA,578.7,1201.9,661.941
54,SB,F,AA,0,GRANDMA,475.8,1244.8,662.068
54,SB,F,AH,0,AND,502.1,1308,662.098
54,SB,F,AE,1,GRANDAD,637,1303.9,662.275
54,SB,F,EH,1,WELL,640.7,1131.1,662.748
54,SB,F,AE,1,GRANDAD,576.2,1369.2,663.288
54,SB,F,AH,0,AND,445.8,1014.6,663.547
54,SB,F,AE,1,AUNTIE,582.2,1480,663.63
54,SB,F,IY,0,AUNTIE,518.5,2459.4,663.868
54,SB,F,AE,1,ALICE,574.8,1753.1,663.901
54,SB,F,AH,0,ALICE,496.4,1429.2,664.018
54,SB,F,IY,1,SHE,482,3671.8,664.207
54,SB,F,AA,1,WASN'T,486.6,826.2,664.268
54,SB,F,AH,0,WASN'T,465,1247.6,664.388
54,SB,F,AY,1,MY,544.4,1318.1,664.502
54,SB,F,IY,1,REAL,443.1,2507.8,664.618
54,SB,F,AE,1,GRANDMA,565.2,1418.8,664.858
54,SB,F,AA,0,GRANDMA,607.7,1343.9,664.917
54,SB,F,AH,1,BUT,524.5,1197.3,665.101
54,SB,F,AH,0,ERM,547.8,1504.7,666.373
54,SB,F,AH,0,WAS,343.6,1236,667.443
54,SB,F,OW,1,CLOSE,592.6,1239.5,667.7
54,SB,F,AH,0,TO,469.4,1514.2,667.972
54,SB,F,EH,1,THEM,656.3,1516.7,668.069
54,SB,F,AH,0,AND,538,1448,668.182
54,SB,F,AY,1,I'D,512.3,1460,668.242
54,SB,F,EH,1,SPEND,631.1,1410.7,668.516
54,SB,F,AY,1,TIME,784.7,1505.5,668.779
54,SB,F,AH,0,WITH,470.2,1413.6,668.995
54,SB,F,EH,1,THEM,595.1,1479.4,669.126
54,SB,F,IH,1,VISITING,406,2452,669.356
54,SB,F,AH,0,VISITING,382.7,1266.2,669.466
54,SB,F,IH,0,VISITING,435.2,2890.5,669.633
54,SB,F,EH,1,THEM,601.4,1579.4,669.776
54,SB,F,AH,0,AND,446,1406.8,669.903
54,SB,F,EY,1,THEY'D,549.9,1653.1,670.055
54,SB,F,AH,1,COME,406.6,946.8,670.353
54,SB,F,ER,0,FOR,377,1649.2,670.542
54,SB,F,IY,1,TEA,468.7,2607.9,670.786
54,SB,F,AE,1,AT,526,2448.9,670.91
54,SB,F,AW,1,OUR,532.7,1329.8,670.997
54,SB,F,ER,0,OUR,556.3,1230.2,671.12
54,SB,F,AW,1,HOUSE,617.1,1443.6,671.319
54,SB,F,AH,0,ERM,548.3,1423,673.252
54,SB,F,AY,1,I,624.6,1252.2,673.499
54,SB,F,IY,0,REMEMBER,471.5,2262.2,673.629
54,SB,F,EH,1,REMEMBER,626.8,1435.8,673.749
54,SB,F,ER,0,REMEMBER,574,1401.4,674.162
54,SB,F,AY,1,MY,554.8,1123.4,676.356
54,SB,F,AE,1,DAD'S,659.3,1549.4,676.526
54,SB,F,IH,1,SISTER,436.5,2328,676.873
54,SB,F,ER,0,SISTER,510.4,1567.6,677.159
54,SB,F,AE,1,AND,568.5,2593.4,677.772
54,SB,F,ER,0,HER,383.2,1423.9,677.982
54,SB,F,AE,1,FAMILY,696.9,2383.9,678.12
54,SB,F,IY,0,FAMILY,500.6,2380.7,678.473
54,SB,F,AH,1,COMING,408.5,1038.8,678.803
54,SB,F,IH,0,COMING,519.4,2371.4,678.883
54,SB,F,OW,1,OVER,554.8,1564.8,678.955
54,SB,F,ER,0,OVER,476.4,1167,679.206
54,SB,F,ER,0,FROM,471.5,1091.4,679.346
54,SB,F,AO,0,AUSTRALIA,533,965.3,679.426
54,SB,F,EY,1,AUSTRALIA,583.1,2499.9,679.715
54,SB,F,AH,0,AUSTRALIA,474,1406.1,679.849
54,SB,F,AH,0,AND,477.4,1448.3,679.896
54,SB,F,EY,1,STAYING,594.8,1602.1,680.169
54,SB,F,IH,0,STAYING,466.6,2312.6,680.282
54,SB,F,AH,0,WITH,476.8,1500.1,680.422
54,SB,F,AH,1,US,477.9,1115.5,680.536
54,SB,F,EH,1,WHEN,520.5,1113.3,680.713
54,SB,F,AY,1,I,521.3,1378.8,680.807
54,SB,F,AH,0,WAS,453.5,1297.6,680.863
54,SB,F,AH,0,ABOUT,456.3,1276.4,680.959
54,SB,F,AW,1,ABOUT,662.9,1372.7,681.034
54,SB,F,EY,1,EIGHT,641.9,2492.3,681.519
54,SB,F,ER,0,OR,523.6,1476,681.796
54,SB,F,AY,1,NINE,660.3,1442.5,681.93
54,SB,F,AH,0,AND,381.8,1398.9,682.428
54,SB,F,EY,1,THEY,558.2,2546,683.229
54,SB,F,EH,1,SPENT,630.6,1525.3,683.498
54,SB,F,AH,0,A,545.5,1516.3,683.654
54,SB,F,AH,1,COUPLE,525.2,1045.4,683.807
54,SB,F,AH,0,COUPLE,535.8,1288.8,683.897
54,SB,F,AH,0,OF,435.2,985.7,683.978
54,SB,F,IY,1,WEEKS,417.7,2437.6,684.137
54,SB,F,AH,0,WITH,492.8,1269.5,684.451
54,SB,F,AH,1,US,498.8,1017.2,684.605
54,SB,F,AH,1,BUT,462.2,805.4,685.868
54,SB,F,AA,1,NOT,592.8,1244.3,687.42
54,SB,F,AH,0,AS,407.2,1452.3,687.683
54,SB,F,AH,1,MUCH,469.9,943.2,687.974
54,SB,F,AE,1,AS,535.3,2657.5,688.271
54,SB,F,AY,1,I,730.6,1364.3,689.054
54,SB,F,EH,1,SPEND,638.5,1501.1,691.126
54,SB,F,IH,1,WITH,463.9,2262.6,691.535
54,SB,F,AY,1,MY,589,1345.7,691.661
54,SB,F,AE,1,FAMILY,709.4,1230.1,691.859
54,SB,F,IY,0,FAMILY,490.5,2651.3,692.143
54,SB,F,AW,1,NOW,629.6,1638.1,692.372
54,SB,F,OW,1,Y'KNOW,582.1,1462.8,692.792
54,SB,F,AY,1,MY,542.6,1053.8,692.923
54,SB,F,AH,1,BROTHERS,475.5,967.5,693.076
54,SB,F,ER,0,BROTHERS,418.1,1274.6,693.153
54,SB,F,AH,0,AND,418.7,787.3,693.273
54,SB,F,IH,1,SISTERS,417.9,2604.4,693.483
54,SB,F,ER,0,SISTERS,451.4,1453,693.756
54,SB,F,AW,1,NOW,603.7,1602.2,694.07
54,SB,F,AH,0,AND,518.2,1267,694.223
54,SB,F,EH,1,THEIR,588.2,1238.8,694.423
54,SB,F,AE,1,FAMILIES,708.5,1264.7,694.746
54,SB,F,IY,0,FAMILIES,546,2311.1,695.063
54,SB,F,OW,1,GROWING,562.7,1223.5,695.61
54,SB,F,IH,0,GROWING,437.4,2332.6,695.736
54,SB,F,AH,1,UP,540.2,1097.2,695.876
54,SB,F,IY,1,WE,407.7,2216.3,697.271
54,SB,F,ER,0,WERE,386.7,937.1,697.351
54,SB,F,AO,1,SORT,504.9,1052.9,697.547
54,SB,F,AH,0,OF,525.1,1010.8,697.68
54,SB,F,OW,1,CLOSER,570.4,1317.9,697.897
54,SB,F,ER,0,CLOSER,448.9,1000.3,698.224
54,SB,F,AE,1,THAN,479.6,1361.7,698.39
54,SB,F,AY,1,MY,632.4,1247.3,699.492
54,SB,F,AH,1,MUM,503,895.9,699.973
54,SB,F,AH,0,AND,458.1,1015.9,700.094
54,SB,F,AE,1,DAD'S,686,1334.2,700.313
54,SB,F,IH,1,SIBLINGS,432.5,2563.3,700.854
54,SB,F,IH,0,SIBLINGS,484.8,2310.1,701.047
54,SB,F,EY,1,MAINLY,609.2,2074.1,701.314
54,SB,F,IY,0,MAINLY,472.6,2280.1,701.434
54,SB,F,AO,1,COS,457.8,885.9,701.563
54,SB,F,AY,1,MY,522.2,1164.7,701.697
54,SB,F,AE,1,DAD'S,692.4,1367.1,701.854
54,SB,F,IH,1,SIBLINGS,447.7,1318.5,702.134
54,SB,F,IH,0,SIBLINGS,409.2,2393,702.234
54,SB,F,AE,1,HAD,423.3,1357.9,702.434
54,SB,F,UW,1,MOVED,399.4,680.2,702.637
54,SB,F,AH,0,TO,442,1316,702.891
54,SB,F,AO,1,ALL,514,1100.2,702.954
54,SB,F,UW,1,MOVED,428.2,2179.5,703.417
54,SB,F,AH,0,TO,583.4,1230.7,703.614
54,SB,F,AO,0,AUSTRALIA,551.4,1060.7,703.647
54,SB,F,EY,1,AUSTRALIA,583.3,2433.2,703.979
54,SB,F,AE,1,AND,673.8,1490.9,704.971
54,SB,F,AY,1,MY,451.1,1197.5,705.481
54,SB,F,AH,1,MUM,449.8,781.9,705.643
54,SB,F,OW,1,ONLY,590.2,1178.7,705.78
54,SB,F,IY,0,ONLY,558.2,2349.3,705.933
54,SB,F,AE,1,HAD,675,1475.8,706.097
54,SB,F,AH,0,A,466.4,1467.8,706.206
54,SB,F,AH,1,BROTHER,430.4,832,706.42
54,SB,F,ER,0,BROTHER,378.4,1313.1,706.493
54,SB,F,AH,1,BUT,631,1462.1,706.61
54,SB,F,IY,1,WE,375.5,2234.3,706.944
54,SB,F,IH,1,DID,462.6,2420.9,707.064
54,SB,F,EY,1,PLAY,621.7,2543.2,707.446
54,SB,F,IH,1,WITH,402.7,2329.7,707.631
54,SB,F,OW,1,Y'KNOW,549.8,1354.4,708.407
54,SB,F,AY,1,MY,583.1,1243.6,708.53
54,SB,F,AH,1,COUSINS,410.1,815.5,708.724
54,SB,F,AH,0,COUSINS,447,1002.5,708.874
54,SB,F,ER,0,FROM,499.4,1295.9,709.324
54,SB,F,AH,0,HIS,443.4,1485,710.273
54,SB,F,AE,1,FAMILY,595.4,1379.2,710.527
54,SB,F,AH,0,FAMILY,460.6,1345,710.734
54,SB,F,IY,0,FAMILY,549.4,1518.6,710.804
54,SB,F,AE,1,YEAH,424.3,2719.9,710.976
54,SB,F,EY,1,THEY,402.2,1492.2,715.834
54,SB,F,ER,0,WERE,501.7,1353.8,715.974
54,SB,F,AO,1,ALWAYS,599,1463.2,716.041
54,SB,F,AH,0,ERM,532,1568.6,717.103
54,SB,F,OW,1,OH,580.5,1075,718.073
54,SB,F,AH,0,APART,434.1,888.6,718.201
54,SB,F,AA,1,APART,706.7,1118.6,718.341
54,SB,F,ER,0,FROM,470.4,922.7,718.561
54,SB,F,AH,1,ONE,616.2,1036.9,718.754
54,SB,F,IH,1,YEAR,573.7,2070.1,719.028
54,SB,F,EY,1,THEY,481.1,1468.6,719.186
54,SB,F,ER,0,WERE,494.4,1393.3,719.251
54,SB,F,AO,1,ALWAYS,589,1330.9,719.301
54,SB,F,IY,0,ALWAYS,477.5,1353.9,719.391
54,SB,F,AH,0,IN,514.2,1570.5,719.501
54,SB,F,AH,0,A,564.9,1932.1,719.571
54,SB,F,AE,1,CARAVAN,753.2,1248.4,719.774
54,SB,F,AH,0,CARAVAN,595.9,1475.8,719.9
54,SB,F,IH,1,IN,515.7,2662.8,720.157
54,SB,F,EY,1,WALES,727.3,2620,720.384
54,SB,F,AH,0,IN,427,1407,720.77
54,SB,F,AO,1,NORTH,557.2,1408.4,720.931
54,SB,F,EY,1,WALES,440.1,2000.6,721.521
54,SB,F,AO,1,OR,651,1084.2,721.784
54,SB,F,AE,1,ANGLESEY,793.6,1441.7,721.928
54,SB,F,AH,0,ANGLESEY,465.9,944.6,722.121
54,SB,F,IY,0,ANGLESEY,442.4,2569.8,722.388
54,SB,F,AH,0,TO,384.8,1501.6,722.551
54,SB,F,IY,0,BE,415.3,1999.7,722.654
54,SB,F,AH,0,PRECISE,535,1441.6,722.77
54,SB,F,AY,1,PRECISE,670.1,1450.2,722.969
54,SB,F,AH,1,BUT,415.1,787.2,723.807
54,SB,F,AH,1,ONE,584.6,1108.9,724.03
54,SB,F,IH,1,YEAR,453.9,2524.1,724.317
54,SB,F,IY,1,WE,372.2,2557.5,724.464
54,SB,F,AH,0,DID,370.4,807.8,724.637
54,SB,F,EY,1,STAY,684.7,2131.1,725.202
54,SB,F,IH,1,IN,502.1,2961.8,726.75
54,SB,F,EY,1,A,588.9,2741,727.626
54,SB,F,AY,1,LIKE,588.7,1225.6,729.361
54,SB,F,AH,0,A,512,1471.4,729.626
54,SB,F,AH,0,ERM,527.1,1559.9,729.743
54,SB,F,AH,0,A,542.7,1452.5,730.836
54,SB,F,AH,0,CHALET,672.5,1325.3,731.112
54,SB,F,EY,1,CHALET,677.4,1736.7,731.317
54,SB,F,AW,1,HOUSE,631.4,1366.4,731.948
54,SB,F,AY,1,LIKE,565.3,1352.5,732.436
54,SB,F,AY,1,QUITE,677.9,1425.9,733.148
54,SB,F,OW,1,CLOSE,546.3,1259.3,733.351
54,SB,F,AH,0,TO,400.7,1316.5,733.612
54,SB,F,AH,0,THE,393.9,661,733.686
54,SB,F,IY,1,BEACH,389.3,2573.8,733.856
54,SB,F,AY,1,I,541.3,1433.2,734.157
54,SB,F,AH,0,REMEMBER,473.1,1404.1,734.233
54,SB,F,EH,1,REMEMBER,533.6,1378.3,734.306
54,SB,F,ER,0,REMEMBER,524.1,1272.2,734.48
54,SB,F,AE,1,THAT,653,1294.6,734.586
54,SB,F,AA,1,HOLIDAY,627.3,920.5,735.036
54,SB,F,AH,0,HOLIDAY,516.7,1482,735.183
54,SB,F,AE,1,AND,609.3,1543.9,735.34
54,SB,F,AY,1,I,548.3,1481.4,735.445
54,SB,F,IH,1,THINK,485.3,2503.9,735.586
54,SB,F,AH,1,ONCE,549.2,948.4,735.816
54,SB,F,IY,1,WE,365.8,2049,736.123
54,SB,F,EY,1,STAYED,597.1,2139.6,736.332
54,SB,F,IH,1,IN,494.6,2452.1,737.363
54,SB,F,EY,1,A,526.8,2528.3,737.526
54,SB,F,AY,1,LIKE,785.5,1284.8,739.048
54,SB,F,AE,1,AN,576,1658.1,739.373
54,SB,F,AH,0,APARTMENT,541,1468.4,739.492
54,SB,F,AA,1,APARTMENT,793,1079.7,739.693
54,SB,F,AH,0,APARTMENT,530.9,1525.9,739.996
54,SB,F,AH,1,BUT,529.6,950.5,740.593
54,SB,F,AH,1,OTHER,505.9,912.8,740.683
54,SB,F,ER,0,OTHER,398.7,959,740.776
54,SB,F,AH,0,THAN,451.6,1021,740.836
54,SB,F,AE,1,THAT,690.3,1420.2,741.043
54,SB,F,AH,0,IT,487,1192.6,741.152
54,SB,F,AH,0,WAS,395.9,1243.5,741.276
54,SB,F,EY,1,MAINLY,642.1,1886.3,741.466
54,SB,F,IY,0,MAINLY,466.4,2402.5,741.636
54,SB,F,AE,1,CARAVAN,640.5,1371.6,741.829
54,SB,F,AH,0,CARAVAN,532.4,1485.5,741.946
54,SB,F,AA,1,HOLIDAYS,541.3,1028,742.348
54,SB,F,AH,0,HOLIDAYS,466.4,1498.4,742.479
54,SB,F,IH,1,WHICH,484.1,1946.5,743.111
54,SB,F,ER,0,WERE,454.3,1090.1,743.337
54,SB,F,IH,1,BRILLIANT,487.6,1526.8,743.533
54,SB,F,AH,0,BRILLIANT,471.6,1920.9,743.686
54,SB,F,IY,1,WE,433.6,2119.3,744.136
54,SB,F,IH,1,DIDN'T,473,2404.6,744.233
54,SB,F,OW,1,KNOW,604.9,1581.9,744.389
54,SB,F,EH,1,ANY,669.3,1602.8,744.517
54,SB,F,IY,0,ANY,496.3,2318.8,744.637
54,SB,F,IH,1,DIFFERENT,482.5,1952.1,744.79
54,SB,F,AH,0,DIFFERENT,465.3,1046.5,745.031
54,SB,F,IY,1,WE,507,2018.9,745.201
54,SB,F,AH,1,LOVED,548.8,1027.4,745.407
54,SB,F,EH,1,THEM,606.2,1578.8,745.734
54,SB,F,UH,1,COULDN'T,450,1054.5,746.621
54,SB,F,AH,0,COULDN'T,375.1,804.2,746.671
54,SB,F,EY,1,WAIT,645.5,1719.7,746.874
54,SB,F,AH,0,TO,470.7,1751,747.21
54,SB,F,OW,1,GO,575.4,1521.1,747.304
54,SB,F,EH,1,EVERY,624.6,1493.4,747.444
54,SB,F,IY,0,EVERY,396.6,2139.7,747.687
54,SB,F,IH,1,YEAR,501.1,2352.5,747.784
54,SB,F,AE,1,YEAH,589.9,2056.5,747.977
54,SB,F,IY,1,WE,416.9,2426.8,748.794
54,SB,F,IY,1,EVEN,358,2318,748.928
54,SB,F,AH,0,EVEN,500.1,1418.2,749.141
54,SB,F,UW,1,USED,367.1,1372.2,749.271
54,SB,F,AH,0,TO,419.9,1152.2,749.43
54,SB,F,OW,1,GO,488.9,1251.9,749.501
54,SB,F,AE,1,BACK,749.2,1395.6,749.631
54,SB,F,AH,0,TO,593.6,1838.2,749.821
54,SB,F,AH,0,THE,446.6,1510.1,749.881
54,SB,F,EY,1,SAME,641.7,1560.5,750.039
54,SB,F,AY,1,SITE,687.4,1437.4,750.367
54,SB,F,AH,0,AND,533.6,1545.8,750.571
54,SB,F,IY,1,WE'D,458.1,2192.3,750.77
54,SB,F,IY,1,MEET,503.6,2861.4,751.004
54,SB,F,AH,1,OTHER,560.7,994.6,751.148
54,SB,F,ER,0,OTHER,522.5,1253.2,751.27
54,SB,F,AE,1,FAMILIES,697.4,1283.2,751.44
54,SB,F,IY,0,FAMILIES,500.2,2712.3,751.69
54,SB,F,ER,0,FROM,490.9,1325.1,752.277
54,SB,F,AH,0,THE,471,1441.9,752.38
54,SB,F,IY,1,PREVIOUS,451.2,2364,752.59
54,SB,F,IY,0,PREVIOUS,399.2,2259.6,752.733
54,SB,F,AH,0,PREVIOUS,425.7,996.4,752.783
